trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
833,False,"{'a': 0.5, 'e': 0.12461827674986324}",30,15,21.27979236276854,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.12430712016577938}",25,11,20.25491122130616,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.12399674050160123}",20,16,6.934178831228238,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.12368713581745483}",25,14,15.941074182089364,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.12337830417830987}",35,22,25.546663836559492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.1230702436539677}",30,19,-27.906753681192264,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
839,False,"{'a': 0.5, 'e': 0.12276295231904899}",25,11,27.71307759000161,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.12245642825298189}",25,7,4.293376315290843,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.12215066953999001}",25,0,24.75201350118426,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
842,False,"{'a': 0.5, 'e': 0.12184567426908036}",20,13,5.640892999215115,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.12154144053403154}",25,15,16.22325743679955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,5,-3.0485850016703226,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.1209352500704167}",25,20,8.240892279251806,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.12063328955315826}",25,15,18.04151497011683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.12033208299435227}",20,10,18.43059428205994,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,9,3.809202830764928,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.1197319242266301}",20,7,15.053034747168612,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.11943296826671962}",25,13,-1.0604230804184391,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.11913475876324958}",25,20,11.019453135245426,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.11883729385240964}",25,14,10.547386742322775,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.11854057167504313}",30,10,34.33535234752662,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.11824459037663539}",20,12,-14.300824194321853,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.11794934810730248}",25,17,10.077766059823308,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.11765484302177918}",30,21,15.194552396624182,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.11736107327940776}",35,18,11.225884256976467,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.11706803704412638}",30,19,-22.784288903511303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
859,False,"{'a': 0.5, 'e': 0.11677573248445759}",25,18,12.577009456843907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.11648415777349697}",30,23,14.809773410909475,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.1161933110889016}",20,10,-19.086071126749736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
862,False,"{'a': 0.5, 'e': 0.11590319061287872}",30,20,19.729760565636404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.11561379453217453}",20,11,8.071112430987082,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.11532512103806251}",20,15,9.961353587377198,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.11503716832633237}",25,2,-4.129800545494788,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.11474993459727874}",20,0,20.348024705564328,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
867,False,"{'a': 0.5, 'e': 0.1144634180556899}",20,0,15.16716946581635,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
868,False,"{'a': 0.5, 'e': 0.11417761691083649}",20,6,22.728439665605574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.11389252937646045}",20,12,-51.86803908348899,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
870,False,"{'a': 0.5, 'e': 0.11360815367076371}",35,23,22.682567709111748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.11332448801639727}",30,20,6.928281906105307,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,14,10.486531959363056,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.11275927977443688}",20,12,15.586096461614156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.11247773365428958}",20,13,-27.874854741542958,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
875,False,"{'a': 0.5, 'e': 0.11219689052034373}",30,1,-6.006195329411743,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 1}",1
876,False,"{'a': 0.5, 'e': 0.11191674861732889}",20,13,15.989077941415783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.11163730619435719}",20,8,-14.236566603742755,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.11135856150491262}",20,0,30.527771200655877,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
879,False,"{'a': 0.5, 'e': 0.11108051280683989}",30,14,21.07171717221916,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,13,8.83552459100123,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.11052649643792826}",20,14,-29.736761226577958,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
882,False,"{'a': 0.5, 'e': 0.11025052530448522}",25,13,9.07035362910677,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.1099752432371842}",25,16,13.59057267775479,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.10970064851551141}",20,0,29.154843043021554,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
885,False,"{'a': 0.5, 'e': 0.10942673942324894}",20,14,-0.7224420241843514,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.10915351424846406}",30,17,3.181864216303942,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.10888097128349851}",25,17,15.669559342497084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.10860910882495797}",25,13,27.03164167322828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.10833792517370111}",25,13,-56.13561987354424,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
890,False,"{'a': 0.5, 'e': 0.10806741863482927}",30,16,8.450077713387492,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.10779758751767565}",30,7,-5.401224744607249,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
892,False,"{'a': 0.5, 'e': 0.10752843013579495}",20,12,0.7099978983575959,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.10725994480695261}",20,8,12.257777908033066,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.10699212985311447}",20,1,11.242132751914392,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.10672498360043615}",20,12,15.715201630490988,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,11,16.885215283293473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.10619269052406835}",20,1,23.567574962021435,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.10592754037354536}",25,14,-34.13465273754405,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
899,False,"{'a': 0.5, 'e': 0.10566305227049452}",25,11,-30.377709157607033,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
900,False,"{'a': 0.5, 'e': 0.10539922456186433}",25,0,-55.9558981332495,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
901,False,"{'a': 0.5, 'e': 0.10513605559873074}",30,10,27.85771731246279,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.10487354373628689}",20,16,7.743721299907218,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.10461168733383278}",25,14,19.48643283025307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.104350484754765}",25,9,16.281150507313168,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.10408993436656665}",20,2,29.236739303161276,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.10383003454079692}",20,15,6.547285545790727,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.10357078365308107}",20,3,16.38374650383577,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.1033121800831002}",30,12,34.173649650534614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.10305422221458115}",20,8,-18.92238978648685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
910,False,"{'a': 0.5, 'e': 0.1027969084352864}",20,9,24.298580927439836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.102540237137004}",20,14,12.111039274697337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,14,12.36429674907088,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.10202881557069586}",30,0,42.346159128113904,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
914,False,"{'a': 0.5, 'e': 0.10177406210628373}",30,3,24.567491229989617,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.10151994473009104}",20,8,13.995245940756423,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.10126646185388341}",30,0,34.9135914385502,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
917,False,"{'a': 0.5, 'e': 0.10101361189339199}",20,10,15.675227821788484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.10076139326830373}",30,16,26.86144944164082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.10050980440225138}",25,14,22.162099214034598,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.1002588437228037}",25,18,13.864963078764232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.10000850966145569}",30,19,16.214321721631975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.09975880065361863}",20,16,8.002856292183365,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.5, 'e': 0.09950971513861036}",20,6,20.79951544774966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.5, 'e': 0.09926125155964564}",20,3,26.781108985091883,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.0990134083638263}",25,17,-5.244966504962779,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.09876618400213154}",25,11,15.88152448832903,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.09851957692940828}",20,16,6.649513518736359,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.09827358560436156}",25,16,16.231365002208612,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.09802820848954469}",20,8,15.944027630445987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.09778344405135005}",20,0,29.002291301864062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
931,False,"{'a': 0.5, 'e': 0.09753929075999904}",25,8,22.015551665596412,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
932,False,"{'a': 0.5, 'e': 0.09729574708953277}",30,18,18.919923042193084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.09705281151780254}",25,13,10.877075952505738,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.09681048252646021}",25,17,16.562978334747584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.09656875860094882}",25,13,21.848291056960605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.09632763823049303}",30,23,15.395119073750529,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.09608711990808971}",25,8,24.249188972905888,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.09584720213049865}",25,17,17.753475663728146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 0.0956078833982329}",20,16,9.040948063197549,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.09536916221554961}",20,4,9.33032846044085,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.09513103709044061}",20,10,-4.09913723993003,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
942,False,"{'a': 0.5, 'e': 0.0948935065346231}",30,19,19.024676185100855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.09465656906353034}",20,15,11.269357100609536,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.5, 'e': 0.09442022319630235}",25,2,34.62060636623208,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.09418446745577666}",20,0,-5.175837751231491,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.09394930036847918}",20,1,5.905972664529529,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 0.09371472046461483}",20,10,15.61518482843151,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.09348072627805847}",30,18,22.24158219352603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.09324731634634562}",20,10,7.314350215740912,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
950,False,"{'a': 0.5, 'e': 0.09301448921066349}",35,11,-30.96160049673138,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
951,False,"{'a': 0.5, 'e': 0.0927822434158417}",20,0,-1.309104599176223,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
952,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,10,15.334935562862313,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.09231949004625559}",20,10,5.572546000427412,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.09208897957928115}",20,3,17.158367560298416,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
955,False,"{'a': 0.5, 'e': 0.09185904466872889}",30,21,14.554941439120906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.09162968387750484}",20,15,11.226177477336456,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.0914008957721033}",20,0,30.966549903042072,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
958,False,"{'a': 0.5, 'e': 0.09117267892259785}",20,13,13.411922726105784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.09094503190263246}",30,18,24.669413886025943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.09071795328941251}",30,17,21.60300716232691,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.09049144166369592}",20,10,19.27648722535868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.5, 'e': 0.09026549560978425}",25,13,21.9030579387219,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.5, 'e': 0.09004011371551404}",30,13,32.80795754899531,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.08981529457224763}",20,15,11.330333591887914,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.08959103677486467}",25,11,21.756770855115118,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 0.08936733892175319}",20,12,18.02961215473407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.08914419961480087}",25,7,32.735172292978554,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.5, 'e': 0.08892161745938634}",25,12,22.327548295819618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.5, 'e': 0.08869959106437038}",25,19,11.52123844698248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.08847811904208727}",25,9,14.921055569324134,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.08825720000833624}",20,13,12.831765107811535,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.08803683258237255}",20,12,14.423075984821407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.08781701538689907}",25,19,11.968959322587768,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.08759774704805763}",20,13,14.320675358983628,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.08737902619542039}",25,19,9.649142680060088,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,16,8.17343039279584,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.08694322148414757}",25,13,-1.1697326724048382,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.08672613490173114}",20,2,28.12190664343476,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 0.08650959035794013}",25,12,22.979530487389663,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.0862935864993705}",20,6,25.554175137483483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.5, 'e': 0.08607812197599739}",20,10,5.865388024669292,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.08586319544116683}",25,1,26.799938004158548,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.08564880555158727}",20,11,16.565207865377698,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.08543495096732123}",20,5,10.928304199363694,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.08522163035177684}",25,14,22.45789478354409,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.08500884237169956}",25,8,8.193425467124865,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
987,False,"{'a': 0.5, 'e': 0.08479658569716378}",25,18,13.969194967034873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.08458485900156469}",25,19,8.895859215541886,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.5, 'e': 0.08437366096160968}",20,12,5.535870230295033,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.08416299025731036}",20,12,11.740449537641343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.5, 'e': 0.0839528455719741}",20,5,22.335490091147935,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.5, 'e': 0.08374322559219596}",30,11,13.828621896988976,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.08353412900785036}",30,20,14.496682447773354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.08332555451208298}",30,19,18.38462455289119,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.08311750080130252}",25,14,19.845682684140073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.08290996657517266}",25,14,18.923638503145757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.0827029505366038}",35,22,24.94830775829439,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.08249645139174498}",25,15,18.745636157210136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.08229046784997592}",30,22,7.768644603877668,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,3,19.214103416390866,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1001,False,"{'a': 0.5, 'e': 0.08188004242933028}",25,20,8.92735684876327,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.5, 'e': 0.08167559798529347}",20,12,-38.737339625587396,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
1003,False,"{'a': 0.5, 'e': 0.08147166401400995}",20,8,23.72754155535561,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.5, 'e': 0.08126823924089167}",20,10,8.020211689695286,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1005,False,"{'a': 0.5, 'e': 0.08106532239453323}",30,16,10.234139071061591,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1006,False,"{'a': 0.5, 'e': 0.08086291220670366}",20,13,11.615943249416821,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.5, 'e': 0.0806610074123386}",20,13,11.815041725406918,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.5, 'e': 0.08045960674953243}",20,10,19.658154515497177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.5, 'e': 0.08025870895953037}",20,14,12.251199750063488,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.5, 'e': 0.08005831278672054}",20,13,14.674052687433525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.5, 'e': 0.07985841697862625}",20,0,-9.027014263201863,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1012,False,"{'a': 0.5, 'e': 0.07965902028589801}",30,8,38.41614007784566,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.07946012146230588}",20,12,13.201822509611262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.5, 'e': 0.07926171926473155}",30,19,19.298256994207797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.5, 'e': 0.07906381245316065}",20,16,6.547898800935611,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.5, 'e': 0.07886639979067495}",20,2,-7.34878402949583,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1017,False,"{'a': 0.5, 'e': 0.07866948004344465}",30,13,11.597074903494118,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
